category,title_ar,title_en,slug,active_period,school
thinkers,بيغي باب,Peggy Papp,thk-ppapp,1970,العلاج الأسري الاستراتيجي (MRI/Palo Alto)
thinkers,بيغي بِن,Peggy Penn,thk-ppenn,1985-2010,الأنظمة اللغوية التعاونية
thinkers,باميلا باور,Pamela J. Power,thk-ppower,,مدرسة التحليل النفسي
thinkers,باتريسيا رِدجوِي,Patricia Ridgway,thk-pridgway,1985-2010,br-psychiatric-rehabilitation
thinkers,جيمس بروتشاسكا,James O. Prochaska,thk-prochaska,1979,التكاملية/الانتقائية
thinkers,بيتر سليد,Peter Slade,thk-pslade,1954-2004,علاج الدراما
thinkers,رافائيل تيدِسكي,Raphael G. Tedeschi,thk-ptedeschi,1980,الاستشارات متعددة الثقافات
thinkers,بيار تيار دي شاردان,Pierre Teilhard de Chardin,thk-pteilhard,1920-1955,علم النفس التكاملي (Integral)
thinkers,ماركيز دي بويزيغور,Marquis de Puységur,thk-puysgur,1784-1825,الماسمرية
thinkers,غريغوري بِيسون,Gregory Bateson,thk-pwatzl,1953-1980,العلاج الأسري الاستراتيجي (Palo Alto/MRI)
thinkers,بول ويهَمان,Paul Wehman,thk-pwehman,1980,br-psychiatric-vocational-rehab
thinkers,نانسي كوالز-كوربت,Nancy Qualls-Corbett,thk-qualls-corbett,,مدرسة التحليل النفسي
thinkers,راسل أكوف,Russell L. Ackoff,thk-rackoff,1953-2009,النظرية العامة للأنظمة
thinkers,ثيودور رادو,Sándor Radó,thk-rado,,مدرسة التحليل النفسي
thinkers,رافائيل إيدث,Rafaeli Eyth,thk-rafaeli-eyth,2000,br-performance-psychology
thinkers,أولا راكنيس,Ola Raknes,thk-raknes,,علم نفس الجسد
thinkers,روبرتو آلتِزور,Roberto Altezor,thk-raltezor,,مدرسة التحليل النفسي
thinkers,رينيه رامسدن,Renee Ramsden,thk-ramsden,,مدرسة التحليل النفسي
thinkers,راندي ستابلر,Randy Stabler,thk-randystabler,2010,br-mst
thinkers,ديفيد رابابورت,David Rapaport,thk-rapaport,,مدرسة التحليل النفسي
thinkers,ريتشارد بَندلر,Richard Bandler,thk-rbandler,1975,NLP النظامي
thinkers,راسِل باركلي,Russell A. Barkley,thk-rbarkley,1977,br-pcit
thinkers,روبرت باور,Robert Bauer,thk-rbauer,1980-2010,السيكودراما والسوسيومتري
thinkers,رولاندو بنِنسون,Rolando Benenzon,thk-rbenenzon,1965-2021,العلاج بالموسيقى
thinkers,راندي بوروم,Randy Borum,thk-rborum,1996,br-therapeutic-risk-assessment
thinkers,رونالد بِرِتن,Ronald Britton,thk-rbritton,,التحليل النفسي
thinkers,روجر كالاهان,Roger Callahan,thk-rcallahan,1980-2013,Thought Field Therapy (TFT)
thinkers,روبن كارهارت-هاريس,Robin Carhart-Harris,thk-rcarhart,2009,العلاج بمساعدة السيكوديلك
thinkers,راشيل كارسون,Rachel Carson,thk-rcarson,1962-1964,العلاج البيئي/الطبيعي
thinkers,راميرو كاسالس,Ramiro Casals,thk-rcasals,,مدرسة التحليل النفسي
thinkers,شارون سيرماك,Sharon A. Cermak,thk-rcermak,1975,التكامل الحسي (Sensory Integration)
thinkers,روخِريو كوكيَرمان,Rogério Cukierman,thk-rcukierman,,مدرسة التحليل النفسي
thinkers,روبرت ديلتس,Robert Dilts,thk-rdilts,1975,NLP النظامي
thinkers,ريك دابلن,Rick Doblin,thk-rdoblin,1986,العلاج بمساعدة MDMA (MAPS)
thinkers,روبرت دريك,Robert E. Drake,thk-rdrake,1980,br-case-management
thinkers,فيلهلم رايخ,Wilhelm Reich,thk-reich,1923-1957,PBSP (Pesso Boyden System Psychomotor)
thinkers,تيودور رايك,Theodor Reik,thk-reik,,مدرسة التحليل النفسي
thinkers,أوين رينيك,Owen Renik,thk-renik,,مدرسة التحليل النفسي
thinkers,ميخائيل ريشيتنيكوف,Mikhail Reshetnikov,thk-reshetnikov,,مدرسة التحليل النفسي
thinkers,باتريشيا أ. ريسك,Patricia A. Resick,thk-resick,1988,المعرفية السلوكية
thinkers,ريتشارد فيش,Richard Fisch,thk-rfisch,1960-2011,العلاج الأسري الاستراتيجي (MRI/Palo Alto)
thinkers,رويلا فرانك,Ruella Frank,thk-rfrank,1990,الجشطالت الجسدي (Naranjo)
thinkers,ر. كارل هانسون,R. Karl Hanson,thk-rhanson,1990,br-sotp
thinkers,رفة حسن,Riffat Hassan,thk-rhassan,1980-2020,علم النفس الإسلامي/العلاج النفسي الصوفي
thinkers,ريتشارد سيرنشتاين,Richard J. Herrnstein,thk-rherrnstein,,مدرسة التحليل النفسي
thinkers,راندي هوتون,Randy Hooton,thk-rhooton,1970,العلاج البدائي
thinkers,روبرت رايس,Robert E. Rice,thk-rice,1975-2010,الإنسانية
thinkers,ريك ليفي,Rick A. Levy,thk-rick-levy,2015,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,فرانتس ريكـلين الأب,Franz Riklin Sr.,thk-riklin,,التحليل النفسي
thinkers,ألبرت «سكيب» ريزو,Albert 'Skip' Rizzo,thk-rizzo,,br-vr-therapy
thinkers,روبرت أ. جونسون,Robert A. Johnson,thk-rjohnson,,مدرسة التحليل النفسي
thinkers,راماكريشنا نارايان,R. K. Narayan,thk-rk-narayan,1980,علم النفس الفيدي (المستند إلى الفيد)
thinkers,روبرت كلارك,Robert M. Clark,thk-rkeller,1980,br-interpersonal-neurobiology
thinkers,[مؤسِّسو AJA / BJAA / SAP / IGAP / GAP],Founders of UK Jungian associations,thk-rklenck,,مدرسة التحليل النفسي
thinkers,روبرت ج. كولنبرغ,Robert J. Kohlenberg,thk-rkohlen,1985,المعرفية السلوكية
thinkers,رِكُورْدو كوفارسكي,Riccardo Kovarsky,thk-rkovarsky,,مدرسة التحليل النفسي
thinkers,رون كورتز,Ron Kurtz,thk-rkurtz,1974-2011,هاكومي (Hakomi)
thinkers,روني لاندي,Robert J. Landy,thk-rlandy,1980,علاج الدراما
thinkers,روبرت ليفنسون,Robert W. Levenson,thk-rlevenson,1976,طريقة غوتمان الزوجية
thinkers,روبرت أ. لويس,Robert A. Lewis,thk-rlewis,,علم نفس الجسد
thinkers,ريك لينا,Rik Lina,thk-rlina,,مدرسة التحليل النفسي
thinkers,أورغن ر. ليندزلي,Ogden R. Lindsley,thk-rlindsl,1955-2004,المعرفية السلوكية
thinkers,روبرت ل. مور,Robert L. Moore,thk-rlmoore,,التحليل النفسي
thinkers,روبرت مارفن,Robert S. Marvin,thk-rmarvin,2000,دائرة الأمان (Circle of Security)
thinkers,ريزما ميناكم,Resmaa Menakem,thk-rmenakem,2015,العلاج المستنير عصبيًا/بولفاغال
thinkers,روبرت هينشو,Robert Hinshaw,thk-rmhinshaw,,مدرسة التحليل النفسي
thinkers,روبرت موشارك,Robert Mosak,thk-rmosak,1970,br-teacch
thinkers,كلارك موستاكاس,Clark Moustakas,thk-rmoustakas,1961-2012,البحث الظاهراتي
thinkers,رالف ميتزner,Ralph Metzner,thk-rmritchie,1964-2019,التنفس الهولوتروبي
thinkers,مايكل واشبورن,Michael Washburn,thk-rmwashburn,1975,علم النفس التكاملي (Integral)
thinkers,روبرت بَرجِس,Robert L. Burgess,thk-robert-burgess,2012,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,روبرت كورنليس,Robert E. Cornell,thk-robert-cornelis,1990,التركيز (Focusing)
thinkers,روبرت إيميري,Robert Emery,thk-robert-emery,1990,العلاج الزوجي المرتكز على الانفعال (EFT)
thinkers,روبرت روتيلا,Robert J. Rotella,thk-robert-rotella,1985,br-sport-psychology
thinkers,روبرت دوفال,Robert Duvall,thk-robertduvall,1970-2000,الديانيتكس / السيانتولوجيا
thinkers,روبرت إليوت,Robert Elliott,thk-robertelliott,1985,العلاج بالخبرة/التجريبي
thinkers,روبرت فريتز,Robert Fritz,thk-robertfritz,1975,السيبرنتيكا النفسية (Psycho-Cybernetics)
thinkers,روهان غوليتش,Rohan J. Gullich,thk-rohan-gullich,2005,br-sport-psychology
thinkers,رولاند تولنتينو,Roland B. Tolentino,thk-roland-tolentino,2000,Sikolohiyang Pilipino (Filipino Psychology)
thinkers,إيدا ب. رولف,Ida P. Rolf,thk-rolf,1960-1979,PBSP (Pesso Boyden System Psychomotor)
thinkers,ستيفن رولنيك,Stephen Rollnick,thk-rollnick,1983,الإنسانية
thinkers,رولو ماي,Rollo May,thk-rollomay,1939-1994,المدرسة الوجودية
thinkers,روزماري أَلارا,Rosemary Alara,thk-rosemaryalara,1980,الديانيتكس / السيانتولوجيا
thinkers,هربرت روزنفيلد,Herbert Rosenfeld,thk-rosenfeld,,مدرسة التحليل النفسي
thinkers,غي روزولاتو,Guy Rosolato,thk-rosolato,,مدرسة التحليل النفسي
thinkers,بابي روتشيلد,Babette Rothschild,thk-rothschild,2000,العلاج المتمركز حول الصدمة
thinkers,فرانسوا روستانغ,François Roustang,thk-roustang,,مدرسة التحليل النفسي
thinkers,روينا ريبين آنسْباخِر,Rowena R. Ansbacher,thk-rowenaansbacher,,علم النفس الفردي
thinkers,روزاليند بيكار,Rosalind W. Picard,thk-rpicard,1995,br-ai-chatbot-therapy
thinkers,ريكاردو بيمينتا,Riccardo Pimenta,thk-rpimenta,,مدرسة التحليل النفسي
thinkers,روبرتو خ. بلاث,Roberto J. Plá,thk-rpla,,مدرسة التحليل النفسي
thinkers,راشِل بَرايس,Rachel Brice Price,thk-rprice,2005,Body-Mind Centering
thinkers,ريتشارد ريبو,Richard J. Reynolds (T. Taizan Maezumi / Rev. Daitsu Tom Wright),thk-rreibo,1980,Constructive Living
thinkers,روبرت رِسنيك,Robert Resnick,thk-rresnick,1990,العلاج العلائقي المجسد (ERT)
thinkers,رودريغو ريستريبو,Rodrigo Restrepo,thk-rrestrepo,,مدرسة التحليل النفسي
thinkers,غرد رودولف,Gerd Rudolf,thk-rrudolf,1975,مدرسة شولتز-هينكه الألمانية (Neo-Kraepelinian)
thinkers,روبرت سكاير,Robert Scaer,thk-rscaer,1992-2018,العلاج المستنير عصبيًا/بولفاغال
thinkers,روزان شاف,Roseann C. Schaaf,thk-rschaaf,1985,التكامل الحسي (Sensory Integration)
thinkers,روي شَيفِر,Roy Schafer,thk-rschafer,,التحليل النفسي
thinkers,روبرت شليب,Robert Schleip,thk-rschleip,1990,الرولفينغ والتكامل الهيكلي
thinkers,ريتشارد شوارتز,Richard C. Schwartz,thk-rschwartz,1980,الأنساق الأسرية الداخلية (IFS)
thinkers,رامشاران شارما,Ramcharan Sharma,thk-rsharma,1980,علم النفس الفيدي (المستند إلى الفيد)
thinkers,روبرت شورت,Robert Short,thk-rshort,1976,علاج إيماغو العلائقي (Imago)
thinkers,روبرت سبيتزر,Robert Spitzer,thk-rspitzer,1973-2015,العلاج بالتحويل (Conversion Therapy)
thinkers,روبرت شتاين,Robert Stein,thk-rstein,,مدرسة التحليل النفسي
thinkers,ريتشارد سوين,Richard M. Suinn,thk-rsuinn,1969-2000,br-performance-psychology
thinkers,جيفري روبين,Jeffrey B. Rubin,thk-rubin,,مدرسة التحليل النفسي
thinkers,تشو روي-لين,Zhou Ruilin,thk-ruilinzhou,2005,الطاوية المعرفية (Taoist Cognitive Therapy)
thinkers,روبرت بريست,Robert Priest,thk-rupertpriest,2010,طريقة فيلدنكرايس
thinkers,راسل رزّاق,Russell Razzaque,thk-russellrazzaque,2010,الحوار المفتوح
thinkers,رِيناتا فِندْراميني,Renata Vendramini,thk-rvendramini,,مدرسة التحليل النفسي
thinkers,روبرتو فيارو,Roberto Viaro,thk-rviaro,1990,br-brief-strategic-therapy
thinkers,بول ل. واتشتِل,Paul L. Wachtel,thk-rwachtel,1973,التحليل النفسي الدوري (Cyclical Psychodynamics)
thinkers,روجر والش,Roger Walsh,thk-rwalsh,1980,علم النفس عبر الشخصي
thinkers,روبرت ويليامز,Robert L. Williams,thk-rwilliams,1970-2020,علم النفس المتمركز حول أفريقيا
thinkers,روبن ووفيت,Robin Wooffitt,thk-rwooffitt,1990,علم النفس الخطابي (Discursive Psychology)
thinkers,تشارلز ريكروفت,Charles Rycroft,thk-rycroft,,التحليل النفسي
thinkers,أنتوني رايل,Anthony Ryle,thk-ryle,1984-2010,المعرفية السلوكية
thinkers,شاهيد أثير,Shahid Athar,thk-saathar,1990,علم النفس الإيجابي الإسلامي
thinkers,أَسْترِيد بِرغ وكارول أبراموفيتش,D. Abramovitz / A. Berg (SAAJA founders),thk-saberg-abramovitz,,مدرسة التحليل النفسي
thinkers,هانس زاكس,Hanns Sachs,thk-sachs,,مدرسة التحليل النفسي
thinkers,سارة أحمد,Sara Ahmed,thk-sahmed,1998,br-intersectional-feminist
thinkers,سالما ريدنغ,Salma Reading,thk-salmareading,1995,Te Whare Tapa Whā (نموذج)
thinkers,لو أندرياس-سالومي,Lou Andreas-Salomé,thk-salome,,مدرسة التحليل النفسي
thinkers,أندرو صاموئلز,Andrew Samuels,thk-samuels,,مدرسة التحليل النفسي
thinkers,سولومون آش,Solomon E. Asch,thk-sasch,1940-1990,علم النفس الجشطالتي (برلين)
thinkers,ساتيانارايانا دورِسوامي,Sathyanarayana Doreswamy,thk-sathyanarayana-doreswamy,1970,علم النفس الفيدي (المستند إلى الفيد)
thinkers,سكوت بوم,Scott Baum,thk-sbaum,,علم نفس الجسد
thinkers,ستافورد بير,Stafford Beer,thk-sbeer,1959-2002,النظرية العامة للأنظمة
thinkers,ساندرا بيم,Sandra Bem,thk-sbem,1974-2014,العلاج النفسي النسوي
thinkers,سوزان بلومبرغ,Susan L. Blumberg,thk-sblumberg,1981-2010,PREP (برنامج تعزيز العلاقة والوقاية)
thinkers,سارا بوث,Sandra Lindaman Booth,thk-sbooth,1990,Theraplay (العلاج بالألعاب العلائقي)
thinkers,ستيفان بوشار,Stéphane Bouchard,thk-sbouchard,2003,br-vr-therapy
thinkers,ماغي شاور,Maggie Schauer,thk-schauer,2005,المعرفية السلوكية
thinkers,هارالد شولتز-هِنكه,Harald Schultz-Hencke,thk-schultz-hencke,1920-1953,مدرسة شولتز-هينكه الألمانية (Neo-Kraepelinian)
thinkers,ناثان شوارتز-سالانت,Nathan Schwartz-Salant,thk-schwartzsalant,,التحليل النفسي
thinkers,ستيفانو تشيريلو,Stefano Cirillo,thk-scirillo,1980,العلاج الأسري الميلاني
thinkers,سو دوغلاس,Sue Douglas,thk-sdouglas,2005,br-ddp
thinkers,حنا سيغال,Hanna Segal,thk-segal,,مدرسة التحليل النفسي
thinkers,ستيفن إيبِرغ,Steven M. Eyberg,thk-seyberg,1981-2016,PCIT
thinkers,شون غالاغر,Shaun Gallagher,thk-sgallagher,1995,br-embodied-cognition-therapy
thinkers,ستيف جِليغَن,Steve Gilligan,thk-sgilligan,1980,البرمجة اللغوية العصبية (NLP)
thinkers,سو غراند,Sue Grand,thk-sgrand,2000,العلاج العلائقي المجسد (ERT)
thinkers,ستانلي غرينسبان,Stanley Greenspan,thk-sgreenspan,1972-2010,العلاج التكاملي-النمائي (DIR/Floortime)
thinkers,دانيال هيوز,Daniel A. Hughes,thk-sgreys,1990,العلاج التفاعلي النمائي الثنائي (DDP)
thinkers,إيريل شاليت,Erel Shalit,thk-shalit,,التحليل النفسي
thinkers,سوني شمداساني,Sonu Shamdasani,thk-shamdasani,,مدرسة التحليل النفسي
thinkers,فرانسين شابيرو,Francine Shapiro,thk-shapiro,1987,المعرفية السلوكية
thinkers,سوزان هاربر,Susan Harper,thk-sharper,1980,Body-Mind Centering
thinkers,شارون هاپاي,Sharron Hapai,thk-sharron-hapai,2010,Te Whare Tapa Whā (نموذج)
thinkers,ستيفن هايز,Steven C. Hayes,thk-shayes,1987,الموجة الثالثة
thinkers,سكوت هِنغلَر,Scott W. Henggeler,thk-shenggeler,1980,العلاج متعدد الأجهزة (MST)
thinkers,ستيفن تي. هيغينز,Stephen T. Higgins,thk-shiggins,1985,المعرفية السلوكية
thinkers,شيرلي موراي,Shirley Murray,thk-shirley-murray,2000,تقنية ألكسندر
thinkers,ليديا سيشر,Lydia Sicher,thk-sicher,,علم النفس الفردي
thinkers,سيدني جورارد,Sidney M. Jourard,thk-sidneyjourdan,1958-1974,علم النفس الإنساني
thinkers,توماس سينغر,Thomas Singer,thk-singer,,مدرسة التحليل النفسي
thinkers,سو جونسون,Sue Johnson,thk-sjohnson,1980,ABFT (العلاج الأسري المرتكز على التعلق)
thinkers,سام كالاما,Sam Kalama,thk-skalama,1970-2000,Ho'oponopono (هاواي)
thinkers,سيرج لوكليير,Serge Leclaire,thk-sleclaire,,التحليل النفسي
thinkers,ستيفن ك. ليفين,Stephen K. Levine,thk-slevine,1980,الفنون التعبيرية التعددية
thinkers,سيلفيا ليما,Sylvia Lane,thk-slima,1980-1996,علم نفس التحرير (Liberation Psychology)
thinkers,سلافوي جيجك,Slavoj Žižek,thk-sljizek,,التحليل النفسي
thinkers,سونيا ليوبوميرسكي,Sonja Lyubomirsky,thk-slyubomirsky,1994,علم النفس الإيجابي (Seligman)
thinkers,ستيفن مادِغان,Stephen Madigan,thk-smadigan,1996,العلاج السردي (Narrative Therapy)
thinkers,شيلا ماكنامي,Sheila McNamee,thk-smcnamee,1990,البنائية الاجتماعية (Social Constructionism)
thinkers,شون ماكنيف,Shaun McNiff,thk-smcniff,1981,الفنون التعبيرية التعددية
thinkers,شيري ميد,Shery Mead,thk-smead,1998,br-peer-support
thinkers,سلفادور مينوشين,Salvador Minuchin,thk-sminuchin,1965-2010,العلاج الأسري البنيوي
thinkers,شوما موريتا,Shoma Morita,thk-smorita,1920-1938,علاج موريتا
thinkers,مارك سولمز,Mark Solms,thk-solms,,مدرسة التحليل النفسي
thinkers,فيكي سولْتز,Vicki Soltz,thk-soltz,,علم النفس الفردي
thinkers,سيغفريد أوتمر,Siegfried Othmer,thk-sothmer,2003,التغذية الراجعة العصبية
thinkers,مَنِس سپِربر,Manès Sperber,thk-sperber,,علم النفس الفردي
thinkers,سابينا شبيلراين,Sabina Spielrein,thk-spielrein,,مدرسة التحليل النفسي
thinkers,إلِزابت بوت سپِليوس,Elizabeth Bott Spillius,thk-spillius,,التحليل النفسي
thinkers,ستيفان بايبِر,Stefan B. Piper,thk-spiper,1995,علم النفس النقدي
thinkers,رينيه شبيتز,René Spitz,thk-spitz,,مدرسة التحليل النفسي
thinkers,ستيفن بورجِس,Stephen W. Porges,thk-sporges,1994,TRE (تمارين إطلاق الصدمة)
thinkers,غايلينا رودس,Galena K. Rhoades,thk-srhoades,2000,PREP (برنامج تعزيز العلاقة والوقاية)
thinkers,ستانلي روزنبرغ,Stanley Rosenberg,thk-srosenberg,2010,العلاج المستنير عصبيًا/بولفاغال
thinkers,ستيفن روس,Stephen Ross,thk-sross,2009,العلاج بمساعدة psilocybin
thinkers,ستيفن م. سَافِران,Stephen M. Safran,thk-ssafran,,التحليل النفسي
thinkers,شارون سالزبرغ,Sharon Salzberg,thk-ssalzberg,1985,العلاج النفسي التأملي
thinkers,سونيا شونوالد,Sonja K. Schoenwald,thk-sschoenwald,1990,العلاج متعدد الأجهزة (MST)
thinkers,سعدية شيخ,Sa'diyya Shaikh,thk-sshaikh,2005,علم النفس الإسلامي/العلاج النفسي الصوفي
thinkers,سوزان سبيير,Susan A. Speer,thk-sspeer,2002,علم النفس الخطابي (Discursive Psychology)
thinkers,سكوت ستانلي,Scott M. Stanley,thk-sstanley,1990,طريقة غوتمان الزوجية
thinkers,ماريو ستيرمان,M. Barry Sterman,thk-ssterman,1967-2010,التغذية الراجعة العصبية
thinkers,فيلهلم شتيكل,Wilhelm Stekel,thk-stekel,,مدرسة التحليل النفسي
thinkers,ستيفن لانكتون,Stephen R. Lankton,thk-stephen-lankton,1975,التنويم الإريكسوني
thinkers,ستيفن تالي,Stephen F. Talley,thk-stephen-talley,2015,br-discernment-counseling
thinkers,ستيفن بورغس,Stephen Burgess,thk-stephenburgess,2015,طريقة فيلدنكرايس
thinkers,ستيفن هاريس,Steven M. Harris,thk-stevenharris-dc,2010,Discernment Counseling (الاستشارة التمييزية)
thinkers,ستيغ راسموسن,Stig Rasmussen,thk-stig-rasmussen,2000,التنويم الذاتي
thinkers,روبرت ستولورو,Robert Stolorow,thk-stolorow,,مدرسة التحليل النفسي
thinkers,جيمس ستراشي,James Strachey,thk-strachey,,مدرسة التحليل النفسي
thinkers,جورج ستريكر,George Stricker,thk-stricker,1990,التكاملية/الانتقائية
thinkers,سودير كاكار,Sudhir Kakar,thk-sudhir-kakar,1970,علم النفس الفيدي (المستند إلى الفيد)
thinkers,سوزان كوخ,Susan Koch,thk-susan-koch,2000,العلاج بالحركة والرقص
thinkers,سوزان تاينز,Susan Tynes,thk-susan-tynes,2010,العلاج بالتصوير الضوئي
thinkers,إيان سوتي,Ian Suttie,thk-suttie,,مدرسة التحليل النفسي
thinkers,سوامي أخيلاناندا,Svami Akhilananda,thk-svami-akhilananda,1930-1962,علم النفس الفيدي (المستند إلى الفيد)
thinkers,سيرينا ويـدِر,Serena Wieder,thk-swieder,1990,العلاج التكاملي-النمائي (DIR/Floortime)
thinkers,شِنزِن يانغ,Shinzen Young,thk-syoung,1980,العلاج النفسي التأملي
thinkers,توماس أشنباخ,Thomas M. Achenbach,thk-tachenbach,1966,br-pcit
thinkers,تاكيشي ياسومارو,Takeshi Yasumaru,thk-takeshiyasumaru,1950-2010,علاج نايكان
thinkers,توم أندرسن,Tom Andersen,thk-tandersen,1985-2007,الحوار المفتوح (Open Dialogue)
thinkers,تيريزا أندرِآس,Teresa Andreas,thk-tandreas,1990,البرمجة اللغوية العصبية (NLP)
thinkers,ريتشارد تارناس,Richard Tarnas,thk-tarnas,,التحليل النفسي
thinkers,فيكتور توسك,Victor Tausk,thk-tausk,,مدرسة التحليل النفسي
thinkers,ثيودور باربر,Theodore Xenophon Barber,thk-tbarber,1956-2005,التنويم العلاجي السريري
thinkers,تيموثي بيكمور,Timothy Bickmore,thk-tbickmore,2000,br-ai-chatbot-therapy
thinkers,تارا براتش,Tara Brach,thk-tbrach,1998,العلاج النفسي التأملي
thinkers,تي. بيري برازيلتون,T. Berry Brazelton,thk-tbrazelton,1955-2018,علم نفس الطفل
thinkers,تينا شامبانيا,Tina Champagne,thk-tchampagne,1995,التكامل الحسي (Sensory Integration)
thinkers,تاكيو دوي,Takeo Doi,thk-tdoi,,مدرسة التحليل النفسي
thinkers,تيكاني كينغي,Te Kani Kingi,thk-tekanikingi,1995,Kaupapa Māori Psychology
thinkers,تيرو أوتا,Teruo Ohta,thk-teruo-ohta,1970,علاج نايكان
thinkers,توماس فوغارتي,Thomas F. Fogarty,thk-tfogarty,1975,العلاج الأسري بالأنساق (بوين)
thinkers,تيري غيلنغهام,Terry Gillingham,thk-tgillingham,1990,هاكومي (Hakomi)
thinkers,توماس غريسو,Thomas Grisso,thk-tgrisso,1980,br-therapeutic-risk-assessment
thinkers,توماس هاينريش,Thomas Heinrich,thk-theinrich,,علم نفس الجسد
thinkers,تيريزا غلاسر,Theresa Glasser,thk-theresaglasser,2010,العلاج التفاعلي النمائي الثنائي (DDP)
thinkers,توماس سيلز,Thomas Sells,thk-thomas-sells,2010,br-discernment-counseling
thinkers,توماس هورا,Thomas Hora,thk-thomashora,1970-1995,علم النفس الإنساني
thinkers,إدوارد ثورنديك,Edward Thorndike,thk-thorndike,,مدرسة التحليل النفسي
thinkers,تيموثي كلانتون,Timothy G. Clanton,thk-timothyclanton,2018,Discernment Counseling (الاستشارة التمييزية)
thinkers,تاكيشي إيسومه,Takeshi Isomae,thk-tisoma,1990,Constructive Living
thinkers,تاد جيمس,Tad James,thk-tjames,1985,NLP النظامي
thinkers,توماس كِلِرمان,Peter Felix Kellermann,thk-tkellermann,1980,السيكودراما والسوسيومتري
thinkers,توماس ب. كيرش,Thomas B. Kirsch,thk-tkirsch,,مدرسة التحليل النفسي
thinkers,تاكيهيسا كورّا,Takehisa Kora,thk-tkora,1950-1993,علاج موريتا
thinkers,تيموثي ليري,Timothy Leary,thk-tleary,1960-1996,العلاج بمساعدة المواد النفسانية
thinkers,ثيودور ليدز,Theodore Lidz,thk-tlidz,1952-1985,التحليل النفسي الدوري (Cyclical Psychodynamics)
thinkers,توماس لينش,Thomas R. Lynch,thk-tlynch,2006,الموجة الثالثة
thinkers,توماس مور,Thomas Moore,thk-tmoore,,مدرسة التحليل النفسي
thinkers,توماس مايرز,Thomas W. Myers,thk-tmyers,1998,الرولفينغ والتكامل الهيكلي
thinkers,تِك نات هان,Thich Nhat Hanh,thk-tnhat,1960-2022,العلاج النفسي التأملي
thinkers,توماس أوغدن,Thomas Ogden,thk-togden,,التحليل النفسي
thinkers,توم كورنول,Tom Cornwell,thk-tom-cornwell,2000,br-restorative-justice
thinkers,توني وايت,Tony White,thk-tony-white,1968-2010,تحليل المعاملات (TA)
thinkers,تيري بيشو,Teri Pichot,thk-tpichot,1993,العلاج القصير المرتكز على الحل (SFBT)
thinkers,تود ريسلي,Todd R. Risley,thk-trisley,1968-2017,br-aba-autism
thinkers,توني روبنز,Tony Robbins,thk-trobbins,1983,البرمجة اللغوية العصبية (NLP)
thinkers,تيموثي روري,Sir Mason Durie (Te Whare Tapa Whā creator),thk-trore,1982,Te Whare Tapa Whā (نموذج)
thinkers,تاتيانا روداكوفا,Tatyana Rudakova,thk-trudakova,,مدرسة التحليل النفسي
thinkers,ترودي شوپ,Trudi Schoop,thk-trudi-schoop,1930-1990,العلاج بالحركة والرقص
thinkers,توني سيكستون,Toni L. Sexton,thk-tsexton,2000,PCIT
thinkers,تاكيشي شيبويا,Takeshi Shibuya,thk-tshibuya,,مدرسة التحليل النفسي
thinkers,تريفور سيلفستر,Trevor Silvester,thk-tsilvester,1995,التنويم المعرفي
thinkers,تينا سترومستد,Tina Stromsted,thk-tstromsted,1985,الحركة الأصيلة
thinkers,توماس تِئو,Thomas Teo,thk-tteo,1998,علم النفس النقدي
thinkers,تيودور تولكسدورف,Theodor Tolksdorf,thk-ttolksdorf,,مدرسة التحليل النفسي
thinkers,تِمُوتي تشيشيكو,T.G. Tshishiku,thk-ttshishiku,1990-2010,علم نفس الأوبونتو (Ubuntu)
thinkers,توني فولف,Toni Wolff,thk-twolff,,مدرسة التحليل النفسي
thinkers,أَنيت وَلانوف,Ann Belford Ulanov,thk-ulanov,,مدرسة التحليل النفسي
thinkers,أومبيرتا تِلفِنِر,Umberta Telfener,thk-utelfener,1985-2010,العلاج الأسري الميلاني (Milan Systemic)
thinkers,فرانسيسكو فاريلا,Francisco J. Varela,thk-varela,,br-embodied-cognition-therapy
thinkers,فيرجينيا أَكسلاين,Virginia M. Axline,thk-vaxline,1947-1988,Filial Therapy (العلاج العلائقي الوالد-الطفل)
thinkers,فيرا بوهرمان,M. Vera Bührmann,thk-vbuhrmann,,مدرسة التحليل النفسي
thinkers,فيفيَن بار,Vivien Burr,thk-vburr,1990,البنائية الاجتماعية (Social Constructionism)
thinkers,فابريتسيو كَريرا,Fabrizio Carrera,thk-vcarrera,1990,العلاج الأسري الميلاني (Milan Systemic)
thinkers,فيرجوليو إنريكيز,Virgilio G. Enriquez,thk-venriquez,1975-1994,Sikolohiyang Pilipino (Filipino Psychology)
thinkers,فيكتور فرانكل,Viktor E. Frankl,thk-viktorfrankl,1925-1997,المدرسة الوجودية
thinkers,سوامي فيفيكاناندا,Swami Vivekananda,thk-vivekananda,1886-1902,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,فرجينيا جونسون,Virginia E. Johnson,thk-vjohnson,1957-2013,br-sex-therapy
thinkers,ماري-لويز فون فرانز,Marie-Louise von Franz,thk-vonfranz,,مدرسة التحليل النفسي
thinkers,فينسنت س. راماشاندران,Vilayanur S. Ramachandran,thk-vramachandran,,علم النفس
thinkers,فيرجينيا ساتير,Virginia Satir,thk-vsatir,1960-1988,نموذج ساتير للنمو
